wavelength   n   k
1.186846e+00 2.486213e+00 1.591828e-02
1.188043e+00 2.486181e+00 1.592735e-02
1.189240e+00 2.486150e+00 1.593642e-02
1.190438e+00 2.486118e+00 1.594549e-02
1.191635e+00 2.486086e+00 1.595456e-02
1.192833e+00 2.486054e+00 1.596364e-02
1.194030e+00 2.486022e+00 1.597271e-02
1.195228e+00 2.485990e+00 1.598178e-02
1.196425e+00 2.485958e+00 1.599070e-02
1.197634e+00 2.485923e+00 1.599945e-02
1.198832e+00 2.485889e+00 1.600812e-02
1.200029e+00 2.485855e+00 1.601679e-02
1.201227e+00 2.485821e+00 1.602545e-02
1.202424e+00 2.485787e+00 1.603412e-02
1.203622e+00 2.485752e+00 1.604279e-02
1.204819e+00 2.485718e+00 1.605146e-02
1.206016e+00 2.485684e+00 1.606013e-02
1.207214e+00 2.485650e+00 1.606879e-02
1.208411e+00 2.485616e+00 1.607746e-02
1.209621e+00 2.485581e+00 1.608621e-02
1.210818e+00 2.485547e+00 1.609488e-02
1.212016e+00 2.485513e+00 1.610355e-02
1.213213e+00 2.485479e+00 1.611222e-02
1.214410e+00 2.485445e+00 1.612089e-02
1.215608e+00 2.485411e+00 1.612955e-02
1.216805e+00 2.485377e+00 1.613825e-02
1.218003e+00 2.485347e+00 1.614731e-02
1.219200e+00 2.485317e+00 1.615638e-02
1.220398e+00 2.485287e+00 1.616544e-02
1.221607e+00 2.485257e+00 1.617459e-02
1.222805e+00 2.485227e+00 1.618365e-02
1.224002e+00 2.485197e+00 1.619272e-02
1.225199e+00 2.485167e+00 1.620178e-02
1.226397e+00 2.485137e+00 1.621084e-02
1.227594e+00 2.485107e+00 1.621990e-02
1.228792e+00 2.485077e+00 1.622897e-02
1.229989e+00 2.485047e+00 1.623803e-02
1.231187e+00 2.485017e+00 1.624709e-02
1.232384e+00 2.484987e+00 1.625615e-02
1.233593e+00 2.484956e+00 1.626531e-02
1.234791e+00 2.484926e+00 1.627437e-02
1.235988e+00 2.484896e+00 1.628343e-02
1.237186e+00 2.484866e+00 1.629250e-02
1.238383e+00 2.484835e+00 1.630192e-02
1.239581e+00 2.484803e+00 1.631173e-02
1.240778e+00 2.484771e+00 1.632155e-02
1.241975e+00 2.484739e+00 1.633137e-02
1.243173e+00 2.484707e+00 1.634118e-02
1.244370e+00 2.484675e+00 1.635100e-02
1.245580e+00 2.484643e+00 1.636091e-02
1.246777e+00 2.484611e+00 1.637072e-02
1.247975e+00 2.484579e+00 1.638054e-02
1.249172e+00 2.484547e+00 1.639035e-02
1.250370e+00 2.484515e+00 1.640017e-02
1.251567e+00 2.484483e+00 1.640998e-02
1.252764e+00 2.484451e+00 1.641980e-02
1.253962e+00 2.484419e+00 1.642962e-02
1.255159e+00 2.484387e+00 1.643943e-02
1.256357e+00 2.484355e+00 1.644925e-02
1.257566e+00 2.484323e+00 1.645916e-02
1.258764e+00 2.484291e+00 1.646897e-02
1.259961e+00 2.484262e+00 1.647933e-02
1.261158e+00 2.484235e+00 1.649008e-02
1.262356e+00 2.484208e+00 1.650083e-02
1.263553e+00 2.484181e+00 1.651158e-02
1.264751e+00 2.484155e+00 1.652233e-02
1.265948e+00 2.484128e+00 1.653308e-02
1.267146e+00 2.484101e+00 1.654383e-02
1.268343e+00 2.484074e+00 1.655459e-02
1.269552e+00 2.484047e+00 1.656544e-02
1.270750e+00 2.484020e+00 1.657619e-02
1.271947e+00 2.483993e+00 1.658695e-02
1.273145e+00 2.483966e+00 1.659770e-02
1.274342e+00 2.483939e+00 1.660845e-02
1.275540e+00 2.483913e+00 1.661920e-02
1.276737e+00 2.483886e+00 1.662995e-02
1.277935e+00 2.483859e+00 1.664070e-02
1.279132e+00 2.483832e+00 1.665145e-02
1.280329e+00 2.483805e+00 1.666220e-02
1.281539e+00 2.483778e+00 1.667280e-02
1.282736e+00 2.483752e+00 1.668282e-02
1.283934e+00 2.483726e+00 1.669284e-02
1.285131e+00 2.483701e+00 1.670287e-02
1.286329e+00 2.483675e+00 1.671289e-02
1.287526e+00 2.483649e+00 1.672292e-02
1.288723e+00 2.483623e+00 1.673294e-02
1.289921e+00 2.483597e+00 1.674296e-02
1.291118e+00 2.483571e+00 1.675299e-02
1.292316e+00 2.483545e+00 1.676301e-02
1.293513e+00 2.483519e+00 1.677304e-02
1.294723e+00 2.483493e+00 1.678316e-02
1.295920e+00 2.483467e+00 1.679318e-02
1.297117e+00 2.483441e+00 1.680321e-02
1.298315e+00 2.483415e+00 1.681323e-02
1.299512e+00 2.483389e+00 1.682326e-02
1.300710e+00 2.483364e+00 1.683328e-02
1.301907e+00 2.483338e+00 1.684331e-02
1.303105e+00 2.483312e+00 1.685333e-02
1.304302e+00 2.483287e+00 1.686329e-02
1.305500e+00 2.483262e+00 1.687323e-02
1.306709e+00 2.483236e+00 1.688328e-02
1.307906e+00 2.483211e+00 1.689322e-02
1.309104e+00 2.483186e+00 1.690316e-02
1.310301e+00 2.483161e+00 1.691311e-02
1.311499e+00 2.483136e+00 1.692305e-02
1.312696e+00 2.483111e+00 1.693300e-02
1.313894e+00 2.483086e+00 1.694294e-02
1.315091e+00 2.483061e+00 1.695289e-02
1.316288e+00 2.483036e+00 1.696283e-02
1.317486e+00 2.483011e+00 1.697277e-02
1.318695e+00 2.482986e+00 1.698282e-02
1.319893e+00 2.482961e+00 1.699276e-02
1.321090e+00 2.482936e+00 1.700271e-02
1.322288e+00 2.482911e+00 1.701265e-02
1.323485e+00 2.482886e+00 1.702259e-02
1.324682e+00 2.482860e+00 1.703254e-02
1.325880e+00 2.482835e+00 1.704248e-02
1.327077e+00 2.482811e+00 1.705263e-02
1.328275e+00 2.482787e+00 1.706278e-02
1.329472e+00 2.482763e+00 1.707293e-02
1.330682e+00 2.482738e+00 1.708318e-02
1.331879e+00 2.482714e+00 1.709333e-02
1.333076e+00 2.482690e+00 1.710348e-02
1.334274e+00 2.482666e+00 1.711363e-02
1.335471e+00 2.482642e+00 1.712378e-02
1.336669e+00 2.482617e+00 1.713393e-02
1.337866e+00 2.482593e+00 1.714408e-02
1.339064e+00 2.482569e+00 1.715423e-02
1.340261e+00 2.482545e+00 1.716438e-02
1.341459e+00 2.482521e+00 1.717453e-02
1.342668e+00 2.482496e+00 1.718479e-02
1.343865e+00 2.482472e+00 1.719494e-02
1.345063e+00 2.482448e+00 1.720509e-02
1.346260e+00 2.482424e+00 1.721524e-02
1.347458e+00 2.482399e+00 1.722539e-02
1.348655e+00 2.482375e+00 1.723554e-02
1.349853e+00 2.482352e+00 1.724606e-02
1.351050e+00 2.482328e+00 1.725667e-02
1.352247e+00 2.482305e+00 1.726729e-02
1.353445e+00 2.482282e+00 1.727790e-02
1.354654e+00 2.482258e+00 1.728862e-02
1.355852e+00 2.482235e+00 1.729924e-02
1.357049e+00 2.482211e+00 1.730985e-02
1.358247e+00 2.482188e+00 1.732047e-02
1.359444e+00 2.482164e+00 1.733108e-02
1.360641e+00 2.482141e+00 1.734169e-02
1.361839e+00 2.482118e+00 1.735231e-02
1.363036e+00 2.482094e+00 1.736292e-02
1.364234e+00 2.482071e+00 1.737354e-02
1.365431e+00 2.482047e+00 1.738415e-02
1.366641e+00 2.482024e+00 1.739487e-02
1.367838e+00 2.482000e+00 1.740549e-02
1.369035e+00 2.481977e+00 1.741610e-02
1.370233e+00 2.481954e+00 1.742672e-02
1.371430e+00 2.481930e+00 1.743733e-02
1.372628e+00 2.481907e+00 1.744822e-02
1.373825e+00 2.481885e+00 1.745978e-02
1.375023e+00 2.481862e+00 1.747135e-02
1.376220e+00 2.481840e+00 1.748292e-02
1.377418e+00 2.481817e+00 1.749448e-02
1.378627e+00 2.481794e+00 1.750617e-02
1.379824e+00 2.481772e+00 1.751773e-02
1.381022e+00 2.481749e+00 1.752930e-02
1.382219e+00 2.481727e+00 1.754087e-02
1.383417e+00 2.481704e+00 1.755244e-02
1.384614e+00 2.481682e+00 1.756400e-02
1.385812e+00 2.481659e+00 1.757557e-02
1.387009e+00 2.481636e+00 1.758714e-02
1.388206e+00 2.481614e+00 1.759871e-02
1.389404e+00 2.481591e+00 1.761027e-02
1.390613e+00 2.481569e+00 1.762196e-02
1.391811e+00 2.481546e+00 1.763352e-02
1.393008e+00 2.481523e+00 1.764509e-02
1.394206e+00 2.481501e+00 1.765666e-02
1.395403e+00 2.481478e+00 1.766822e-02
1.396600e+00 2.481458e+00 1.767962e-02
1.397798e+00 2.481439e+00 1.769079e-02
1.398995e+00 2.481421e+00 1.770195e-02
1.400193e+00 2.481402e+00 1.771312e-02
1.401390e+00 2.481384e+00 1.772429e-02
1.402600e+00 2.481366e+00 1.773557e-02
1.403797e+00 2.481347e+00 1.774673e-02
1.404995e+00 2.481329e+00 1.775790e-02
1.406192e+00 2.481310e+00 1.776907e-02
1.407389e+00 2.481292e+00 1.778023e-02
1.408587e+00 2.481274e+00 1.779140e-02
1.409784e+00 2.481255e+00 1.780257e-02
1.410982e+00 2.481237e+00 1.781373e-02
1.412179e+00 2.481218e+00 1.782490e-02
1.413377e+00 2.481200e+00 1.783607e-02
1.414586e+00 2.481181e+00 1.784735e-02
1.415783e+00 2.481163e+00 1.785851e-02
1.416981e+00 2.481145e+00 1.786968e-02
1.418178e+00 2.481126e+00 1.788085e-02
1.419376e+00 2.481108e+00 1.789202e-02
1.420573e+00 2.481089e+00 1.790297e-02
1.421771e+00 2.481069e+00 1.791326e-02
1.422968e+00 2.481050e+00 1.792356e-02
1.424165e+00 2.481030e+00 1.793385e-02
1.425363e+00 2.481010e+00 1.794414e-02
1.426560e+00 2.480990e+00 1.795443e-02
1.427770e+00 2.480971e+00 1.796482e-02
1.428967e+00 2.480951e+00 1.797511e-02
1.430165e+00 2.480931e+00 1.798540e-02
1.431362e+00 2.480911e+00 1.799570e-02
1.432560e+00 2.480892e+00 1.800599e-02
1.433757e+00 2.480872e+00 1.801628e-02
1.434954e+00 2.480852e+00 1.802657e-02
1.436152e+00 2.480832e+00 1.803686e-02
1.437349e+00 2.480813e+00 1.804715e-02
1.438547e+00 2.480793e+00 1.805744e-02
1.439756e+00 2.480773e+00 1.806784e-02
1.440954e+00 2.480753e+00 1.807813e-02
1.442151e+00 2.480734e+00 1.808842e-02
1.443348e+00 2.480714e+00 1.809871e-02
1.444546e+00 2.480694e+00 1.810900e-02
1.445743e+00 2.480674e+00 1.812023e-02
1.446941e+00 2.480654e+00 1.813187e-02
1.448138e+00 2.480633e+00 1.814351e-02
1.449336e+00 2.480613e+00 1.815515e-02
1.450533e+00 2.480592e+00 1.816679e-02
1.451742e+00 2.480572e+00 1.817854e-02
1.452940e+00 2.480552e+00 1.819018e-02
1.454137e+00 2.480531e+00 1.820182e-02
1.455335e+00 2.480511e+00 1.821346e-02
1.456532e+00 2.480490e+00 1.822510e-02
1.457730e+00 2.480470e+00 1.823674e-02
1.458927e+00 2.480450e+00 1.824838e-02
1.460125e+00 2.480429e+00 1.826003e-02
1.461322e+00 2.480409e+00 1.827167e-02
1.462519e+00 2.480389e+00 1.828331e-02
1.463729e+00 2.480368e+00 1.829506e-02
1.464926e+00 2.480348e+00 1.830670e-02
1.466124e+00 2.480327e+00 1.831834e-02
1.467321e+00 2.480307e+00 1.832998e-02
1.468519e+00 2.480287e+00 1.834162e-02
1.469716e+00 2.480266e+00 1.835326e-02
1.470913e+00 2.480250e+00 1.836471e-02
1.472111e+00 2.480235e+00 1.837612e-02
1.473308e+00 2.480220e+00 1.838752e-02
1.474506e+00 2.480204e+00 1.839892e-02
1.475715e+00 2.480189e+00 1.841044e-02
1.476913e+00 2.480174e+00 1.842184e-02
1.478110e+00 2.480158e+00 1.843324e-02
1.479307e+00 2.480143e+00 1.844464e-02
1.480505e+00 2.480128e+00 1.845605e-02
1.481702e+00 2.480113e+00 1.846745e-02
1.482900e+00 2.480097e+00 1.847885e-02
1.484097e+00 2.480082e+00 1.849025e-02
1.485295e+00 2.480067e+00 1.850166e-02
1.486492e+00 2.480052e+00 1.851306e-02
1.487701e+00 2.480036e+00 1.852457e-02
1.488899e+00 2.480021e+00 1.853598e-02
1.490096e+00 2.480006e+00 1.854738e-02
1.491294e+00 2.479990e+00 1.855878e-02
1.492491e+00 2.479975e+00 1.857018e-02
1.493689e+00 2.479960e+00 1.858159e-02
1.494886e+00 2.479945e+00 1.859299e-02
1.496084e+00 2.479927e+00 1.860435e-02
1.497281e+00 2.479909e+00 1.861569e-02
1.498478e+00 2.479890e+00 1.862702e-02
1.499688e+00 2.479871e+00 1.863847e-02
1.500885e+00 2.479852e+00 1.864980e-02
1.502083e+00 2.479833e+00 1.866114e-02
1.503280e+00 2.479814e+00 1.867247e-02
1.504478e+00 2.479795e+00 1.868381e-02
1.505675e+00 2.479776e+00 1.869514e-02
1.506872e+00 2.479757e+00 1.870647e-02
1.508070e+00 2.479738e+00 1.871781e-02
1.509267e+00 2.479720e+00 1.872914e-02
1.510465e+00 2.479701e+00 1.874048e-02
1.511674e+00 2.479682e+00 1.875192e-02
1.512872e+00 2.479663e+00 1.876326e-02
1.514069e+00 2.479644e+00 1.877459e-02
1.515266e+00 2.479625e+00 1.878593e-02
1.516464e+00 2.479606e+00 1.879726e-02
1.517661e+00 2.479587e+00 1.880859e-02
1.518859e+00 2.479568e+00 1.881993e-02
1.520056e+00 2.479549e+00 1.883126e-02
1.521254e+00 2.479531e+00 1.884260e-02
1.522451e+00 2.479516e+00 1.885413e-02
1.523660e+00 2.479502e+00 1.886580e-02
1.524858e+00 2.479488e+00 1.887735e-02
1.526055e+00 2.479474e+00 1.888891e-02
1.527253e+00 2.479460e+00 1.890046e-02
1.528450e+00 2.479445e+00 1.891202e-02
1.529648e+00 2.479431e+00 1.892357e-02
1.530845e+00 2.479417e+00 1.893513e-02
1.532043e+00 2.479403e+00 1.894668e-02
1.533240e+00 2.479389e+00 1.895823e-02
1.534437e+00 2.479375e+00 1.896979e-02
1.535647e+00 2.479361e+00 1.898146e-02
1.536844e+00 2.479347e+00 1.899301e-02
1.538042e+00 2.479333e+00 1.900457e-02
1.539239e+00 2.479319e+00 1.901612e-02
1.540437e+00 2.479304e+00 1.902768e-02
1.541634e+00 2.479290e+00 1.903923e-02
1.542831e+00 2.479276e+00 1.905079e-02
1.544029e+00 2.479262e+00 1.906234e-02
1.545226e+00 2.479248e+00 1.907389e-02
1.546424e+00 2.479234e+00 1.908545e-02
1.547633e+00 2.479220e+00 1.909712e-02
1.548831e+00 2.479202e+00 1.910904e-02
1.550028e+00 2.479184e+00 1.912101e-02
1.551225e+00 2.479167e+00 1.913298e-02
1.552423e+00 2.479149e+00 1.914495e-02
1.553620e+00 2.479131e+00 1.915691e-02
1.554818e+00 2.479113e+00 1.916888e-02
1.556015e+00 2.479095e+00 1.918085e-02
1.557213e+00 2.479077e+00 1.919281e-02
1.558410e+00 2.479059e+00 1.920478e-02
1.559608e+00 2.479041e+00 1.921675e-02
1.560817e+00 2.479023e+00 1.922884e-02
1.562014e+00 2.479005e+00 1.924080e-02
1.563212e+00 2.478987e+00 1.925277e-02
1.564409e+00 2.478969e+00 1.926474e-02
1.565607e+00 2.478951e+00 1.927671e-02
1.566804e+00 2.478934e+00 1.928867e-02
1.568002e+00 2.478916e+00 1.930064e-02
1.569199e+00 2.478898e+00 1.931261e-02
1.570396e+00 2.478880e+00 1.932457e-02
1.571594e+00 2.478862e+00 1.933654e-02
1.572803e+00 2.478844e+00 1.934863e-02
1.574001e+00 2.478826e+00 1.936060e-02
1.575198e+00 2.478811e+00 1.937290e-02
1.576396e+00 2.478798e+00 1.938554e-02
1.577593e+00 2.478786e+00 1.939818e-02
1.578790e+00 2.478773e+00 1.941081e-02
1.579988e+00 2.478761e+00 1.942345e-02
1.581185e+00 2.478748e+00 1.943609e-02
1.582383e+00 2.478736e+00 1.944872e-02
1.583580e+00 2.478724e+00 1.946136e-02
1.584790e+00 2.478711e+00 1.947412e-02
1.585987e+00 2.478699e+00 1.948676e-02
1.587185e+00 2.478686e+00 1.949940e-02
1.588382e+00 2.478674e+00 1.951203e-02
1.589579e+00 2.478661e+00 1.952467e-02
1.590777e+00 2.478649e+00 1.953731e-02
1.591974e+00 2.478636e+00 1.954994e-02
1.593172e+00 2.478624e+00 1.956258e-02
1.594369e+00 2.478611e+00 1.957522e-02
1.595567e+00 2.478599e+00 1.958786e-02
1.596776e+00 2.478586e+00 1.960062e-02
1.597973e+00 2.478574e+00 1.961326e-02
1.599171e+00 2.478561e+00 1.962589e-02
1.600368e+00 2.478549e+00 1.963853e-02
1.601566e+00 2.478536e+00 1.965117e-02
1.602763e+00 2.478523e+00 1.966308e-02
1.603961e+00 2.478510e+00 1.967473e-02
1.605158e+00 2.478496e+00 1.968637e-02
1.606355e+00 2.478483e+00 1.969802e-02
1.607553e+00 2.478469e+00 1.970966e-02
1.608762e+00 2.478455e+00 1.972142e-02
1.609960e+00 2.478442e+00 1.973307e-02
1.611157e+00 2.478428e+00 1.974471e-02
1.612355e+00 2.478415e+00 1.975636e-02
1.613552e+00 2.478401e+00 1.976800e-02
1.614750e+00 2.478388e+00 1.977965e-02
1.615947e+00 2.478374e+00 1.979129e-02
1.617144e+00 2.478361e+00 1.980294e-02
1.618342e+00 2.478347e+00 1.981458e-02
1.619539e+00 2.478334e+00 1.982623e-02
1.620749e+00 2.478320e+00 1.983799e-02
1.621946e+00 2.478307e+00 1.984964e-02
1.623144e+00 2.478293e+00 1.986128e-02
1.624341e+00 2.478280e+00 1.987293e-02
1.625538e+00 2.478266e+00 1.988457e-02
1.626736e+00 2.478253e+00 1.989622e-02
1.627933e+00 2.478239e+00 1.990786e-02
1.629131e+00 2.478226e+00 1.991951e-02
1.630328e+00 2.478212e+00 1.993113e-02
1.631526e+00 2.478200e+00 1.994275e-02
1.632735e+00 2.478187e+00 1.995447e-02
1.633932e+00 2.478174e+00 1.996609e-02
1.635130e+00 2.478161e+00 1.997770e-02
1.636327e+00 2.478148e+00 1.998931e-02
1.637525e+00 2.478136e+00 2.000093e-02
1.638722e+00 2.478123e+00 2.001254e-02
1.639920e+00 2.478110e+00 2.002415e-02
1.641117e+00 2.478097e+00 2.003576e-02
1.642314e+00 2.478085e+00 2.004738e-02
1.643512e+00 2.478072e+00 2.005899e-02
1.644721e+00 2.478059e+00 2.007072e-02
1.645919e+00 2.478046e+00 2.008233e-02
1.647116e+00 2.478033e+00 2.009394e-02
1.648314e+00 2.478021e+00 2.010556e-02
1.649511e+00 2.478008e+00 2.011717e-02
1.650709e+00 2.477995e+00 2.012878e-02
1.651906e+00 2.477982e+00 2.014039e-02
1.653103e+00 2.477970e+00 2.015201e-02
1.654301e+00 2.477957e+00 2.016362e-02
1.655498e+00 2.477944e+00 2.017523e-02
1.656708e+00 2.477931e+00 2.018696e-02
1.657905e+00 2.477919e+00 2.019857e-02
1.659103e+00 2.477904e+00 2.021098e-02
1.660300e+00 2.477890e+00 2.022341e-02
1.661497e+00 2.477876e+00 2.023583e-02
1.662695e+00 2.477862e+00 2.024825e-02
1.663892e+00 2.477848e+00 2.026067e-02
1.665090e+00 2.477834e+00 2.027310e-02
1.666287e+00 2.477820e+00 2.028552e-02
1.667485e+00 2.477806e+00 2.029794e-02
1.668694e+00 2.477792e+00 2.031049e-02
1.669891e+00 2.477778e+00 2.032291e-02
1.671089e+00 2.477764e+00 2.033533e-02
1.672286e+00 2.477750e+00 2.034776e-02
1.673484e+00 2.477736e+00 2.036018e-02
1.674681e+00 2.477722e+00 2.037260e-02
1.675879e+00 2.477708e+00 2.038502e-02
1.677076e+00 2.477694e+00 2.039745e-02
1.678274e+00 2.477680e+00 2.040987e-02
1.679471e+00 2.477666e+00 2.042229e-02
1.680680e+00 2.477651e+00 2.043484e-02
1.681878e+00 2.477637e+00 2.044726e-02
1.683075e+00 2.477623e+00 2.045968e-02
1.684273e+00 2.477609e+00 2.047211e-02
1.685470e+00 2.477595e+00 2.048453e-02
1.686668e+00 2.477581e+00 2.049695e-02
