wavelength   n   k
1.271456e+00 2.484004e+00 1.658254e-02
1.271468e+00 2.484004e+00 1.658265e-02
1.271480e+00 2.484004e+00 1.658275e-02
1.271492e+00 2.484003e+00 1.658286e-02
1.271504e+00 2.484003e+00 1.658297e-02
1.271516e+00 2.484003e+00 1.658308e-02
1.271528e+00 2.484002e+00 1.658318e-02
1.271540e+00 2.484002e+00 1.658329e-02
1.271552e+00 2.484002e+00 1.658340e-02
1.271564e+00 2.484002e+00 1.658351e-02
1.271576e+00 2.484001e+00 1.658361e-02
1.271588e+00 2.484001e+00 1.658372e-02
1.271600e+00 2.484001e+00 1.658383e-02
1.271612e+00 2.484001e+00 1.658394e-02
1.271624e+00 2.484000e+00 1.658404e-02
1.271636e+00 2.484000e+00 1.658415e-02
1.271648e+00 2.484000e+00 1.658426e-02
1.271660e+00 2.484000e+00 1.658437e-02
1.271672e+00 2.483999e+00 1.658447e-02
1.271684e+00 2.483999e+00 1.658458e-02
1.271696e+00 2.483999e+00 1.658469e-02
1.271708e+00 2.483998e+00 1.658480e-02
1.271720e+00 2.483998e+00 1.658490e-02
1.271732e+00 2.483998e+00 1.658501e-02
1.271744e+00 2.483998e+00 1.658512e-02
1.271756e+00 2.483997e+00 1.658523e-02
1.271768e+00 2.483997e+00 1.658533e-02
1.271780e+00 2.483997e+00 1.658544e-02
1.271792e+00 2.483997e+00 1.658555e-02
1.271804e+00 2.483996e+00 1.658566e-02
1.271816e+00 2.483996e+00 1.658576e-02
1.271828e+00 2.483996e+00 1.658587e-02
1.271840e+00 2.483995e+00 1.658598e-02
1.271852e+00 2.483995e+00 1.658609e-02
1.271864e+00 2.483995e+00 1.658619e-02
1.271875e+00 2.483995e+00 1.658630e-02
1.271887e+00 2.483994e+00 1.658641e-02
1.271899e+00 2.483994e+00 1.658652e-02
1.271911e+00 2.483994e+00 1.658662e-02
1.271923e+00 2.483994e+00 1.658673e-02
1.271935e+00 2.483993e+00 1.658684e-02
1.271947e+00 2.483993e+00 1.658695e-02
1.271959e+00 2.483993e+00 1.658705e-02
1.271971e+00 2.483993e+00 1.658716e-02
1.271983e+00 2.483992e+00 1.658727e-02
1.271995e+00 2.483992e+00 1.658738e-02
1.272007e+00 2.483992e+00 1.658748e-02
1.272019e+00 2.483991e+00 1.658759e-02
1.272031e+00 2.483991e+00 1.658770e-02
1.272043e+00 2.483991e+00 1.658781e-02
1.272055e+00 2.483991e+00 1.658791e-02
1.272067e+00 2.483990e+00 1.658802e-02
1.272079e+00 2.483990e+00 1.658813e-02
1.272091e+00 2.483990e+00 1.658824e-02
1.272103e+00 2.483990e+00 1.658834e-02
1.272115e+00 2.483989e+00 1.658845e-02
1.272127e+00 2.483989e+00 1.658856e-02
1.272139e+00 2.483989e+00 1.658867e-02
1.272151e+00 2.483989e+00 1.658877e-02
1.272163e+00 2.483988e+00 1.658888e-02
1.272175e+00 2.483988e+00 1.658899e-02
1.272187e+00 2.483988e+00 1.658910e-02
1.272199e+00 2.483987e+00 1.658920e-02
1.272211e+00 2.483987e+00 1.658931e-02
1.272223e+00 2.483987e+00 1.658942e-02
1.272235e+00 2.483987e+00 1.658953e-02
1.272247e+00 2.483986e+00 1.658963e-02
1.272259e+00 2.483986e+00 1.658974e-02
1.272271e+00 2.483986e+00 1.658985e-02
1.272283e+00 2.483986e+00 1.658996e-02
1.272295e+00 2.483985e+00 1.659006e-02
1.272307e+00 2.483985e+00 1.659017e-02
1.272319e+00 2.483985e+00 1.659028e-02
1.272331e+00 2.483984e+00 1.659039e-02
1.272342e+00 2.483984e+00 1.659049e-02
1.272354e+00 2.483984e+00 1.659060e-02
1.272366e+00 2.483984e+00 1.659071e-02
1.272378e+00 2.483983e+00 1.659082e-02
1.272390e+00 2.483983e+00 1.659092e-02
1.272402e+00 2.483983e+00 1.659103e-02
1.272414e+00 2.483983e+00 1.659114e-02
1.272426e+00 2.483982e+00 1.659125e-02
1.272438e+00 2.483982e+00 1.659135e-02
1.272450e+00 2.483982e+00 1.659146e-02
1.272462e+00 2.483982e+00 1.659157e-02
1.272474e+00 2.483981e+00 1.659168e-02
1.272486e+00 2.483981e+00 1.659178e-02
1.272498e+00 2.483981e+00 1.659189e-02
1.272510e+00 2.483980e+00 1.659200e-02
1.272522e+00 2.483980e+00 1.659211e-02
1.272534e+00 2.483980e+00 1.659221e-02
1.272546e+00 2.483980e+00 1.659232e-02
1.272558e+00 2.483979e+00 1.659243e-02
1.272570e+00 2.483979e+00 1.659254e-02
1.272582e+00 2.483979e+00 1.659264e-02
1.272594e+00 2.483979e+00 1.659275e-02
1.272606e+00 2.483978e+00 1.659286e-02
1.272618e+00 2.483978e+00 1.659297e-02
1.272630e+00 2.483978e+00 1.659307e-02
1.272642e+00 2.483978e+00 1.659318e-02
1.272654e+00 2.483977e+00 1.659329e-02
1.272666e+00 2.483977e+00 1.659340e-02
1.272678e+00 2.483977e+00 1.659350e-02
1.272690e+00 2.483976e+00 1.659361e-02
1.272702e+00 2.483976e+00 1.659372e-02
1.272714e+00 2.483976e+00 1.659383e-02
1.272726e+00 2.483976e+00 1.659393e-02
1.272738e+00 2.483975e+00 1.659404e-02
1.272750e+00 2.483975e+00 1.659415e-02
1.272762e+00 2.483975e+00 1.659426e-02
1.272774e+00 2.483975e+00 1.659436e-02
1.272786e+00 2.483974e+00 1.659447e-02
1.272798e+00 2.483974e+00 1.659458e-02
1.272809e+00 2.483974e+00 1.659469e-02
1.272821e+00 2.483973e+00 1.659479e-02
1.272833e+00 2.483973e+00 1.659490e-02
1.272845e+00 2.483973e+00 1.659501e-02
1.272857e+00 2.483973e+00 1.659512e-02
1.272869e+00 2.483972e+00 1.659522e-02
1.272881e+00 2.483972e+00 1.659533e-02
1.272893e+00 2.483972e+00 1.659544e-02
1.272905e+00 2.483972e+00 1.659555e-02
1.272917e+00 2.483971e+00 1.659565e-02
1.272929e+00 2.483971e+00 1.659576e-02
1.272941e+00 2.483971e+00 1.659587e-02
1.272953e+00 2.483971e+00 1.659598e-02
1.272965e+00 2.483970e+00 1.659608e-02
1.272977e+00 2.483970e+00 1.659619e-02
1.272989e+00 2.483970e+00 1.659630e-02
1.273001e+00 2.483969e+00 1.659641e-02
1.273013e+00 2.483969e+00 1.659651e-02
1.273025e+00 2.483969e+00 1.659662e-02
1.273037e+00 2.483969e+00 1.659673e-02
1.273049e+00 2.483968e+00 1.659684e-02
1.273061e+00 2.483968e+00 1.659694e-02
1.273073e+00 2.483968e+00 1.659705e-02
1.273085e+00 2.483968e+00 1.659716e-02
1.273097e+00 2.483967e+00 1.659727e-02
1.273109e+00 2.483967e+00 1.659737e-02
1.273121e+00 2.483967e+00 1.659748e-02
1.273133e+00 2.483966e+00 1.659759e-02
1.273145e+00 2.483966e+00 1.659770e-02
1.273157e+00 2.483966e+00 1.659780e-02
1.273169e+00 2.483966e+00 1.659791e-02
1.273181e+00 2.483965e+00 1.659802e-02
1.273193e+00 2.483965e+00 1.659813e-02
1.273205e+00 2.483965e+00 1.659823e-02
1.273217e+00 2.483965e+00 1.659834e-02
1.273229e+00 2.483964e+00 1.659845e-02
1.273241e+00 2.483964e+00 1.659856e-02
1.273253e+00 2.483964e+00 1.659866e-02
1.273265e+00 2.483964e+00 1.659877e-02
1.273276e+00 2.483963e+00 1.659888e-02
1.273288e+00 2.483963e+00 1.659899e-02
1.273300e+00 2.483963e+00 1.659909e-02
1.273312e+00 2.483962e+00 1.659920e-02
1.273324e+00 2.483962e+00 1.659931e-02
1.273336e+00 2.483962e+00 1.659942e-02
1.273348e+00 2.483962e+00 1.659952e-02
1.273360e+00 2.483961e+00 1.659963e-02
1.273372e+00 2.483961e+00 1.659974e-02
1.273384e+00 2.483961e+00 1.659985e-02
1.273396e+00 2.483961e+00 1.659995e-02
1.273408e+00 2.483960e+00 1.660006e-02
1.273420e+00 2.483960e+00 1.660017e-02
1.273432e+00 2.483960e+00 1.660028e-02
1.273444e+00 2.483960e+00 1.660038e-02
1.273456e+00 2.483959e+00 1.660049e-02
1.273468e+00 2.483959e+00 1.660060e-02
1.273480e+00 2.483959e+00 1.660071e-02
1.273492e+00 2.483958e+00 1.660081e-02
1.273504e+00 2.483958e+00 1.660092e-02
1.273516e+00 2.483958e+00 1.660103e-02
1.273528e+00 2.483958e+00 1.660114e-02
1.273540e+00 2.483957e+00 1.660124e-02
1.273552e+00 2.483957e+00 1.660135e-02
1.273564e+00 2.483957e+00 1.660146e-02
1.273576e+00 2.483957e+00 1.660157e-02
1.273588e+00 2.483956e+00 1.660167e-02
1.273600e+00 2.483956e+00 1.660178e-02
1.273612e+00 2.483956e+00 1.660189e-02
1.273624e+00 2.483955e+00 1.660200e-02
1.273636e+00 2.483955e+00 1.660210e-02
1.273648e+00 2.483955e+00 1.660221e-02
1.273660e+00 2.483955e+00 1.660232e-02
1.273672e+00 2.483954e+00 1.660243e-02
1.273684e+00 2.483954e+00 1.660253e-02
1.273696e+00 2.483954e+00 1.660264e-02
1.273708e+00 2.483954e+00 1.660275e-02
1.273720e+00 2.483953e+00 1.660286e-02
1.273732e+00 2.483953e+00 1.660296e-02
1.273743e+00 2.483953e+00 1.660307e-02
1.273755e+00 2.483953e+00 1.660318e-02
1.273767e+00 2.483952e+00 1.660329e-02
1.273779e+00 2.483952e+00 1.660339e-02
1.273791e+00 2.483952e+00 1.660350e-02
1.273803e+00 2.483951e+00 1.660361e-02
1.273815e+00 2.483951e+00 1.660372e-02
1.273827e+00 2.483951e+00 1.660382e-02
1.273839e+00 2.483951e+00 1.660393e-02
1.273851e+00 2.483950e+00 1.660404e-02
1.273863e+00 2.483950e+00 1.660415e-02
1.273875e+00 2.483950e+00 1.660425e-02
1.273887e+00 2.483950e+00 1.660436e-02
1.273899e+00 2.483949e+00 1.660447e-02
1.273911e+00 2.483949e+00 1.660458e-02
1.273923e+00 2.483949e+00 1.660468e-02
1.273935e+00 2.483948e+00 1.660479e-02
1.273947e+00 2.483948e+00 1.660490e-02
1.273959e+00 2.483948e+00 1.660501e-02
1.273971e+00 2.483948e+00 1.660511e-02
1.273983e+00 2.483947e+00 1.660522e-02
1.273995e+00 2.483947e+00 1.660533e-02
1.274007e+00 2.483947e+00 1.660544e-02
1.274019e+00 2.483947e+00 1.660554e-02
1.274031e+00 2.483946e+00 1.660565e-02
1.274043e+00 2.483946e+00 1.660576e-02
1.274055e+00 2.483946e+00 1.660587e-02
1.274067e+00 2.483946e+00 1.660597e-02
1.274079e+00 2.483945e+00 1.660608e-02
1.274091e+00 2.483945e+00 1.660619e-02
1.274103e+00 2.483945e+00 1.660630e-02
1.274115e+00 2.483944e+00 1.660640e-02
1.274127e+00 2.483944e+00 1.660651e-02
1.274139e+00 2.483944e+00 1.660662e-02
1.274151e+00 2.483944e+00 1.660673e-02
1.274163e+00 2.483943e+00 1.660683e-02
1.274175e+00 2.483943e+00 1.660694e-02
1.274187e+00 2.483943e+00 1.660705e-02
1.274199e+00 2.483943e+00 1.660716e-02
1.274210e+00 2.483942e+00 1.660726e-02
1.274222e+00 2.483942e+00 1.660737e-02
1.274234e+00 2.483942e+00 1.660748e-02
1.274246e+00 2.483942e+00 1.660759e-02
1.274258e+00 2.483941e+00 1.660769e-02
1.274270e+00 2.483941e+00 1.660780e-02
1.274282e+00 2.483941e+00 1.660791e-02
1.274294e+00 2.483940e+00 1.660802e-02
1.274306e+00 2.483940e+00 1.660812e-02
1.274318e+00 2.483940e+00 1.660823e-02
1.274330e+00 2.483940e+00 1.660834e-02
1.274342e+00 2.483939e+00 1.660845e-02
1.274354e+00 2.483939e+00 1.660855e-02
1.274366e+00 2.483939e+00 1.660866e-02
1.274378e+00 2.483939e+00 1.660877e-02
1.274390e+00 2.483938e+00 1.660888e-02
1.274402e+00 2.483938e+00 1.660898e-02
1.274414e+00 2.483938e+00 1.660909e-02
1.274426e+00 2.483937e+00 1.660920e-02
1.274438e+00 2.483937e+00 1.660931e-02
1.274450e+00 2.483937e+00 1.660941e-02
1.274462e+00 2.483937e+00 1.660952e-02
1.274474e+00 2.483936e+00 1.660963e-02
1.274486e+00 2.483936e+00 1.660974e-02
1.274498e+00 2.483936e+00 1.660984e-02
1.274510e+00 2.483936e+00 1.660995e-02
1.274522e+00 2.483935e+00 1.661006e-02
1.274534e+00 2.483935e+00 1.661017e-02
1.274546e+00 2.483935e+00 1.661027e-02
1.274558e+00 2.483935e+00 1.661038e-02
1.274570e+00 2.483934e+00 1.661049e-02
1.274582e+00 2.483934e+00 1.661060e-02
1.274594e+00 2.483934e+00 1.661070e-02
1.274606e+00 2.483933e+00 1.661081e-02
1.274618e+00 2.483933e+00 1.661092e-02
1.274630e+00 2.483933e+00 1.661103e-02
1.274642e+00 2.483933e+00 1.661113e-02
1.274654e+00 2.483932e+00 1.661124e-02
1.274666e+00 2.483932e+00 1.661135e-02
1.274677e+00 2.483932e+00 1.661146e-02
1.274689e+00 2.483932e+00 1.661157e-02
1.274701e+00 2.483931e+00 1.661167e-02
1.274713e+00 2.483931e+00 1.661178e-02
1.274725e+00 2.483931e+00 1.661189e-02
1.274737e+00 2.483930e+00 1.661200e-02
1.274749e+00 2.483930e+00 1.661210e-02
1.274761e+00 2.483930e+00 1.661221e-02
1.274773e+00 2.483930e+00 1.661232e-02
1.274785e+00 2.483929e+00 1.661243e-02
1.274797e+00 2.483929e+00 1.661253e-02
1.274809e+00 2.483929e+00 1.661264e-02
1.274821e+00 2.483929e+00 1.661275e-02
1.274833e+00 2.483928e+00 1.661286e-02
1.274845e+00 2.483928e+00 1.661296e-02
1.274857e+00 2.483928e+00 1.661307e-02
1.274869e+00 2.483928e+00 1.661318e-02
1.274881e+00 2.483927e+00 1.661329e-02
1.274893e+00 2.483927e+00 1.661339e-02
1.274905e+00 2.483927e+00 1.661350e-02
1.274917e+00 2.483926e+00 1.661361e-02
1.274929e+00 2.483926e+00 1.661372e-02
1.274941e+00 2.483926e+00 1.661382e-02
1.274953e+00 2.483926e+00 1.661393e-02
1.274965e+00 2.483925e+00 1.661404e-02
1.274977e+00 2.483925e+00 1.661415e-02
1.274989e+00 2.483925e+00 1.661425e-02
1.275001e+00 2.483925e+00 1.661436e-02
1.275013e+00 2.483924e+00 1.661447e-02
1.275025e+00 2.483924e+00 1.661458e-02
1.275037e+00 2.483924e+00 1.661468e-02
1.275049e+00 2.483924e+00 1.661479e-02
1.275061e+00 2.483923e+00 1.661490e-02
1.275073e+00 2.483923e+00 1.661501e-02
1.275085e+00 2.483923e+00 1.661511e-02
1.275097e+00 2.483922e+00 1.661522e-02
1.275109e+00 2.483922e+00 1.661533e-02
1.275121e+00 2.483922e+00 1.661544e-02
1.275133e+00 2.483922e+00 1.661554e-02
1.275144e+00 2.483921e+00 1.661565e-02
1.275156e+00 2.483921e+00 1.661576e-02
1.275168e+00 2.483921e+00 1.661587e-02
1.275180e+00 2.483921e+00 1.661597e-02
1.275192e+00 2.483920e+00 1.661608e-02
1.275204e+00 2.483920e+00 1.661619e-02
1.275216e+00 2.483920e+00 1.661630e-02
1.275228e+00 2.483919e+00 1.661640e-02
1.275240e+00 2.483919e+00 1.661651e-02
1.275252e+00 2.483919e+00 1.661662e-02
1.275264e+00 2.483919e+00 1.661673e-02
1.275276e+00 2.483918e+00 1.661683e-02
1.275288e+00 2.483918e+00 1.661694e-02
1.275300e+00 2.483918e+00 1.661705e-02
1.275312e+00 2.483918e+00 1.661716e-02
1.275324e+00 2.483917e+00 1.661726e-02
1.275336e+00 2.483917e+00 1.661737e-02
1.275348e+00 2.483917e+00 1.661748e-02
1.275360e+00 2.483917e+00 1.661759e-02
1.275372e+00 2.483916e+00 1.661769e-02
1.275384e+00 2.483916e+00 1.661780e-02
1.275396e+00 2.483916e+00 1.661791e-02
1.275408e+00 2.483915e+00 1.661802e-02
1.275420e+00 2.483915e+00 1.661812e-02
1.275432e+00 2.483915e+00 1.661823e-02
1.275444e+00 2.483915e+00 1.661834e-02
1.275456e+00 2.483914e+00 1.661845e-02
1.275468e+00 2.483914e+00 1.661855e-02
1.275480e+00 2.483914e+00 1.661866e-02
1.275492e+00 2.483914e+00 1.661877e-02
1.275504e+00 2.483913e+00 1.661888e-02
1.275516e+00 2.483913e+00 1.661898e-02
1.275528e+00 2.483913e+00 1.661909e-02
1.275540e+00 2.483913e+00 1.661920e-02
1.275552e+00 2.483912e+00 1.661931e-02
1.275564e+00 2.483912e+00 1.661941e-02
1.275576e+00 2.483912e+00 1.661952e-02
1.275588e+00 2.483911e+00 1.661963e-02
1.275600e+00 2.483911e+00 1.661974e-02
1.275611e+00 2.483911e+00 1.661984e-02
1.275623e+00 2.483911e+00 1.661995e-02
1.275635e+00 2.483910e+00 1.662006e-02
1.275647e+00 2.483910e+00 1.662017e-02
1.275659e+00 2.483910e+00 1.662027e-02
1.275671e+00 2.483910e+00 1.662038e-02
1.275683e+00 2.483909e+00 1.662049e-02
1.275695e+00 2.483909e+00 1.662060e-02
1.275707e+00 2.483909e+00 1.662070e-02
1.275719e+00 2.483908e+00 1.662081e-02
1.275731e+00 2.483908e+00 1.662092e-02
1.275743e+00 2.483908e+00 1.662103e-02
1.275755e+00 2.483908e+00 1.662113e-02
1.275767e+00 2.483907e+00 1.662124e-02
1.275779e+00 2.483907e+00 1.662135e-02
1.275791e+00 2.483907e+00 1.662146e-02
1.275803e+00 2.483907e+00 1.662156e-02
1.275815e+00 2.483906e+00 1.662167e-02
1.275827e+00 2.483906e+00 1.662178e-02
1.275839e+00 2.483906e+00 1.662189e-02
1.275851e+00 2.483906e+00 1.662199e-02
1.275863e+00 2.483905e+00 1.662210e-02
1.275875e+00 2.483905e+00 1.662221e-02
1.275887e+00 2.483905e+00 1.662232e-02
1.275899e+00 2.483904e+00 1.662242e-02
1.275911e+00 2.483904e+00 1.662253e-02
1.275923e+00 2.483904e+00 1.662264e-02
1.275935e+00 2.483904e+00 1.662275e-02
1.275947e+00 2.483903e+00 1.662285e-02
1.275959e+00 2.483903e+00 1.662296e-02
1.275971e+00 2.483903e+00 1.662307e-02
1.275983e+00 2.483903e+00 1.662318e-02
1.275995e+00 2.483902e+00 1.662328e-02
1.276007e+00 2.483902e+00 1.662339e-02
1.276019e+00 2.483902e+00 1.662350e-02
1.276031e+00 2.483901e+00 1.662361e-02
1.276043e+00 2.483901e+00 1.662371e-02
1.276055e+00 2.483901e+00 1.662382e-02
1.276067e+00 2.483901e+00 1.662393e-02
1.276078e+00 2.483900e+00 1.662404e-02
1.276090e+00 2.483900e+00 1.662414e-02
1.276102e+00 2.483900e+00 1.662425e-02
1.276114e+00 2.483900e+00 1.662436e-02
1.276126e+00 2.483899e+00 1.662447e-02
1.276138e+00 2.483899e+00 1.662457e-02
1.276150e+00 2.483899e+00 1.662468e-02
1.276162e+00 2.483899e+00 1.662479e-02
1.276174e+00 2.483898e+00 1.662490e-02
1.276186e+00 2.483898e+00 1.662500e-02
1.276198e+00 2.483898e+00 1.662511e-02
1.276210e+00 2.483897e+00 1.662522e-02
1.276222e+00 2.483897e+00 1.662533e-02
1.276234e+00 2.483897e+00 1.662543e-02
1.276246e+00 2.483897e+00 1.662554e-02
1.276258e+00 2.483896e+00 1.662565e-02
1.276270e+00 2.483896e+00 1.662576e-02
1.276282e+00 2.483896e+00 1.662586e-02
1.276294e+00 2.483896e+00 1.662597e-02
1.276306e+00 2.483895e+00 1.662608e-02
1.276318e+00 2.483895e+00 1.662619e-02
1.276330e+00 2.483895e+00 1.662629e-02
1.276342e+00 2.483895e+00 1.662640e-02
1.276354e+00 2.483894e+00 1.662651e-02
1.276366e+00 2.483894e+00 1.662662e-02
1.276378e+00 2.483894e+00 1.662672e-02
1.276390e+00 2.483893e+00 1.662683e-02
1.276402e+00 2.483893e+00 1.662694e-02
1.276414e+00 2.483893e+00 1.662705e-02
1.276426e+00 2.483893e+00 1.662715e-02
1.276438e+00 2.483892e+00 1.662726e-02
1.276450e+00 2.483892e+00 1.662737e-02
1.276462e+00 2.483892e+00 1.662748e-02
1.276474e+00 2.483892e+00 1.662758e-02
1.276486e+00 2.483891e+00 1.662769e-02
1.276498e+00 2.483891e+00 1.662780e-02
1.276510e+00 2.483891e+00 1.662791e-02
1.276522e+00 2.483890e+00 1.662801e-02
1.276534e+00 2.483890e+00 1.662812e-02
1.276545e+00 2.483890e+00 1.662823e-02
1.276557e+00 2.483890e+00 1.662834e-02
1.276569e+00 2.483889e+00 1.662844e-02
1.276581e+00 2.483889e+00 1.662855e-02
1.276593e+00 2.483889e+00 1.662866e-02
1.276605e+00 2.483889e+00 1.662877e-02
1.276617e+00 2.483888e+00 1.662887e-02
1.276629e+00 2.483888e+00 1.662898e-02
1.276641e+00 2.483888e+00 1.662909e-02
1.276653e+00 2.483888e+00 1.662920e-02
1.276665e+00 2.483887e+00 1.662930e-02
1.276677e+00 2.483887e+00 1.662941e-02
1.276689e+00 2.483887e+00 1.662952e-02
1.276701e+00 2.483886e+00 1.662963e-02
1.276713e+00 2.483886e+00 1.662973e-02
1.276725e+00 2.483886e+00 1.662984e-02
1.276737e+00 2.483886e+00 1.662995e-02
1.276749e+00 2.483885e+00 1.663006e-02
1.276761e+00 2.483885e+00 1.663016e-02
1.276773e+00 2.483885e+00 1.663027e-02
1.276785e+00 2.483885e+00 1.663038e-02
1.276797e+00 2.483884e+00 1.663049e-02
1.276809e+00 2.483884e+00 1.663059e-02
1.276821e+00 2.483884e+00 1.663070e-02
1.276833e+00 2.483883e+00 1.663081e-02
1.276845e+00 2.483883e+00 1.663092e-02
1.276857e+00 2.483883e+00 1.663102e-02
1.276869e+00 2.483883e+00 1.663113e-02
1.276881e+00 2.483882e+00 1.663124e-02
1.276893e+00 2.483882e+00 1.663135e-02
1.276905e+00 2.483882e+00 1.663145e-02
1.276917e+00 2.483882e+00 1.663156e-02
1.276929e+00 2.483881e+00 1.663167e-02
1.276941e+00 2.483881e+00 1.663178e-02
1.276953e+00 2.483881e+00 1.663188e-02
1.276965e+00 2.483881e+00 1.663199e-02
1.276977e+00 2.483880e+00 1.663210e-02
1.276989e+00 2.483880e+00 1.663221e-02
1.277001e+00 2.483880e+00 1.663231e-02
1.277012e+00 2.483879e+00 1.663242e-02
1.277024e+00 2.483879e+00 1.663253e-02
1.277036e+00 2.483879e+00 1.663264e-02
1.277048e+00 2.483879e+00 1.663274e-02
1.277060e+00 2.483878e+00 1.663285e-02
1.277072e+00 2.483878e+00 1.663296e-02
1.277084e+00 2.483878e+00 1.663307e-02
1.277096e+00 2.483878e+00 1.663317e-02
1.277108e+00 2.483877e+00 1.663328e-02
1.277120e+00 2.483877e+00 1.663339e-02
1.277132e+00 2.483877e+00 1.663350e-02
1.277144e+00 2.483877e+00 1.663360e-02
1.277156e+00 2.483876e+00 1.663371e-02
1.277168e+00 2.483876e+00 1.663382e-02
1.277180e+00 2.483876e+00 1.663393e-02
1.277192e+00 2.483875e+00 1.663403e-02
1.277204e+00 2.483875e+00 1.663414e-02
1.277216e+00 2.483875e+00 1.663425e-02
1.277228e+00 2.483875e+00 1.663436e-02
1.277240e+00 2.483874e+00 1.663446e-02
1.277252e+00 2.483874e+00 1.663457e-02
1.277264e+00 2.483874e+00 1.663468e-02
1.277276e+00 2.483874e+00 1.663479e-02
1.277288e+00 2.483873e+00 1.663489e-02
1.277300e+00 2.483873e+00 1.663500e-02
1.277312e+00 2.483873e+00 1.663511e-02
1.277324e+00 2.483872e+00 1.663522e-02
1.277336e+00 2.483872e+00 1.663532e-02
1.277348e+00 2.483872e+00 1.663543e-02
1.277360e+00 2.483872e+00 1.663554e-02
1.277372e+00 2.483871e+00 1.663565e-02
1.277384e+00 2.483871e+00 1.663575e-02
1.277396e+00 2.483871e+00 1.663586e-02
1.277408e+00 2.483871e+00 1.663597e-02
1.277420e+00 2.483870e+00 1.663608e-02
1.277432e+00 2.483870e+00 1.663618e-02
1.277444e+00 2.483870e+00 1.663629e-02
1.277456e+00 2.483870e+00 1.663640e-02
1.277468e+00 2.483869e+00 1.663651e-02
1.277479e+00 2.483869e+00 1.663661e-02
1.277491e+00 2.483869e+00 1.663672e-02
1.277503e+00 2.483868e+00 1.663683e-02
1.277515e+00 2.483868e+00 1.663694e-02
1.277527e+00 2.483868e+00 1.663704e-02
1.277539e+00 2.483868e+00 1.663715e-02
1.277551e+00 2.483867e+00 1.663726e-02
1.277563e+00 2.483867e+00 1.663737e-02
1.277575e+00 2.483867e+00 1.663747e-02
1.277587e+00 2.483867e+00 1.663758e-02
1.277599e+00 2.483866e+00 1.663769e-02
1.277611e+00 2.483866e+00 1.663780e-02
1.277623e+00 2.483866e+00 1.663790e-02
1.277635e+00 2.483866e+00 1.663801e-02
1.277647e+00 2.483865e+00 1.663812e-02
1.277659e+00 2.483865e+00 1.663823e-02
1.277671e+00 2.483865e+00 1.663833e-02
1.277683e+00 2.483864e+00 1.663844e-02
1.277695e+00 2.483864e+00 1.663855e-02
1.277707e+00 2.483864e+00 1.663866e-02
1.277719e+00 2.483864e+00 1.663876e-02
1.277731e+00 2.483863e+00 1.663887e-02
1.277743e+00 2.483863e+00 1.663898e-02
1.277755e+00 2.483863e+00 1.663909e-02
1.277767e+00 2.483863e+00 1.663919e-02
1.277779e+00 2.483862e+00 1.663930e-02
1.277791e+00 2.483862e+00 1.663941e-02
1.277803e+00 2.483862e+00 1.663952e-02
1.277815e+00 2.483861e+00 1.663962e-02
1.277827e+00 2.483861e+00 1.663973e-02
1.277839e+00 2.483861e+00 1.663984e-02
1.277851e+00 2.483861e+00 1.663995e-02
1.277863e+00 2.483860e+00 1.664005e-02
1.277875e+00 2.483860e+00 1.664016e-02
1.277887e+00 2.483860e+00 1.664027e-02
1.277899e+00 2.483860e+00 1.664038e-02
1.277911e+00 2.483859e+00 1.664048e-02
1.277923e+00 2.483859e+00 1.664059e-02
1.277935e+00 2.483859e+00 1.664070e-02
1.277946e+00 2.483859e+00 1.664081e-02
1.277958e+00 2.483858e+00 1.664091e-02
1.277970e+00 2.483858e+00 1.664102e-02
1.277982e+00 2.483858e+00 1.664113e-02
1.277994e+00 2.483857e+00 1.664124e-02
1.278006e+00 2.483857e+00 1.664134e-02
1.278018e+00 2.483857e+00 1.664145e-02
1.278030e+00 2.483857e+00 1.664156e-02
1.278042e+00 2.483856e+00 1.664167e-02
1.278054e+00 2.483856e+00 1.664177e-02
1.278066e+00 2.483856e+00 1.664188e-02
1.278078e+00 2.483856e+00 1.664199e-02
1.278090e+00 2.483855e+00 1.664210e-02
1.278102e+00 2.483855e+00 1.664220e-02
1.278114e+00 2.483855e+00 1.664231e-02
1.278126e+00 2.483854e+00 1.664242e-02
1.278138e+00 2.483854e+00 1.664253e-02
1.278150e+00 2.483854e+00 1.664263e-02
1.278162e+00 2.483854e+00 1.664274e-02
1.278174e+00 2.483853e+00 1.664285e-02
1.278186e+00 2.483853e+00 1.664296e-02
1.278198e+00 2.483853e+00 1.664306e-02
1.278210e+00 2.483853e+00 1.664317e-02
1.278222e+00 2.483852e+00 1.664328e-02
1.278234e+00 2.483852e+00 1.664339e-02
1.278246e+00 2.483852e+00 1.664349e-02
1.278258e+00 2.483852e+00 1.664360e-02
1.278270e+00 2.483851e+00 1.664371e-02
1.278282e+00 2.483851e+00 1.664382e-02
1.278294e+00 2.483851e+00 1.664392e-02
1.278306e+00 2.483850e+00 1.664403e-02
1.278318e+00 2.483850e+00 1.664414e-02
1.278330e+00 2.483850e+00 1.664425e-02
1.278342e+00 2.483850e+00 1.664436e-02
1.278354e+00 2.483849e+00 1.664446e-02
1.278366e+00 2.483849e+00 1.664457e-02
1.278378e+00 2.483849e+00 1.664468e-02
1.278390e+00 2.483849e+00 1.664479e-02
1.278402e+00 2.483848e+00 1.664489e-02
1.278413e+00 2.483848e+00 1.664500e-02
