wavelength   n   k
7.648688e-01 2.510652e+00 1.525138e-02
7.648808e-01 2.510651e+00 1.525125e-02
7.648928e-01 2.510649e+00 1.525112e-02
7.649047e-01 2.510648e+00 1.525098e-02
7.649167e-01 2.510646e+00 1.525085e-02
7.649287e-01 2.510645e+00 1.525072e-02
7.649407e-01 2.510644e+00 1.525060e-02
7.649526e-01 2.510642e+00 1.525049e-02
7.649646e-01 2.510641e+00 1.525038e-02
7.649766e-01 2.510640e+00 1.525027e-02
7.649886e-01 2.510639e+00 1.525016e-02
7.650005e-01 2.510637e+00 1.525005e-02
7.650125e-01 2.510636e+00 1.524994e-02
7.650245e-01 2.510635e+00 1.524983e-02
7.650365e-01 2.510634e+00 1.524973e-02
7.650484e-01 2.510632e+00 1.524962e-02
7.650604e-01 2.510631e+00 1.524951e-02
7.650724e-01 2.510630e+00 1.524940e-02
7.650844e-01 2.510628e+00 1.524929e-02
7.650963e-01 2.510627e+00 1.524918e-02
7.651083e-01 2.510626e+00 1.524907e-02
7.651203e-01 2.510625e+00 1.524896e-02
7.651323e-01 2.510623e+00 1.524885e-02
7.651442e-01 2.510622e+00 1.524874e-02
7.651562e-01 2.510621e+00 1.524863e-02
7.651682e-01 2.510620e+00 1.524852e-02
7.651802e-01 2.510618e+00 1.524841e-02
7.651921e-01 2.510617e+00 1.524830e-02
7.652041e-01 2.510616e+00 1.524819e-02
7.652161e-01 2.510615e+00 1.524809e-02
7.652281e-01 2.510613e+00 1.524798e-02
7.652400e-01 2.510612e+00 1.524787e-02
7.652520e-01 2.510611e+00 1.524776e-02
7.652640e-01 2.510609e+00 1.524765e-02
7.652760e-01 2.510608e+00 1.524754e-02
7.652879e-01 2.510607e+00 1.524743e-02
7.652999e-01 2.510606e+00 1.524732e-02
7.653119e-01 2.510604e+00 1.524721e-02
7.653238e-01 2.510603e+00 1.524710e-02
7.653358e-01 2.510602e+00 1.524699e-02
7.653478e-01 2.510601e+00 1.524688e-02
7.653598e-01 2.510599e+00 1.524677e-02
7.653717e-01 2.510598e+00 1.524666e-02
7.653837e-01 2.510597e+00 1.524655e-02
7.653957e-01 2.510595e+00 1.524645e-02
7.654077e-01 2.510594e+00 1.524634e-02
7.654196e-01 2.510593e+00 1.524623e-02
7.654316e-01 2.510592e+00 1.524612e-02
7.654436e-01 2.510590e+00 1.524601e-02
7.654556e-01 2.510589e+00 1.524590e-02
7.654675e-01 2.510588e+00 1.524579e-02
7.654795e-01 2.510587e+00 1.524568e-02
7.654915e-01 2.510585e+00 1.524557e-02
7.655035e-01 2.510584e+00 1.524546e-02
7.655154e-01 2.510583e+00 1.524535e-02
7.655274e-01 2.510581e+00 1.524524e-02
7.655394e-01 2.510580e+00 1.524513e-02
7.655514e-01 2.510579e+00 1.524502e-02
7.655633e-01 2.510578e+00 1.524491e-02
7.655753e-01 2.510576e+00 1.524480e-02
7.655873e-01 2.510575e+00 1.524470e-02
7.655993e-01 2.510574e+00 1.524459e-02
7.656112e-01 2.510573e+00 1.524448e-02
7.656232e-01 2.510571e+00 1.524437e-02
7.656352e-01 2.510570e+00 1.524426e-02
7.656472e-01 2.510569e+00 1.524415e-02
7.656591e-01 2.510568e+00 1.524404e-02
7.656711e-01 2.510566e+00 1.524393e-02
7.656831e-01 2.510565e+00 1.524382e-02
7.656951e-01 2.510564e+00 1.524371e-02
7.657070e-01 2.510562e+00 1.524360e-02
7.657190e-01 2.510561e+00 1.524349e-02
7.657310e-01 2.510560e+00 1.524338e-02
7.657430e-01 2.510559e+00 1.524327e-02
7.657549e-01 2.510557e+00 1.524316e-02
7.657669e-01 2.510556e+00 1.524306e-02
7.657789e-01 2.510555e+00 1.524295e-02
7.657908e-01 2.510554e+00 1.524284e-02
7.658028e-01 2.510552e+00 1.524273e-02
7.658148e-01 2.510551e+00 1.524262e-02
7.658268e-01 2.510550e+00 1.524251e-02
7.658387e-01 2.510548e+00 1.524240e-02
7.658507e-01 2.510547e+00 1.524229e-02
7.658627e-01 2.510546e+00 1.524218e-02
7.658747e-01 2.510545e+00 1.524207e-02
7.658866e-01 2.510543e+00 1.524196e-02
7.658986e-01 2.510542e+00 1.524185e-02
7.659106e-01 2.510541e+00 1.524174e-02
7.659226e-01 2.510540e+00 1.524163e-02
7.659345e-01 2.510538e+00 1.524152e-02
7.659465e-01 2.510537e+00 1.524142e-02
7.659585e-01 2.510536e+00 1.524131e-02
7.659705e-01 2.510534e+00 1.524120e-02
7.659824e-01 2.510533e+00 1.524109e-02
7.659944e-01 2.510532e+00 1.524098e-02
7.660064e-01 2.510531e+00 1.524087e-02
7.660184e-01 2.510529e+00 1.524076e-02
7.660303e-01 2.510528e+00 1.524065e-02
7.660423e-01 2.510527e+00 1.524054e-02
7.660543e-01 2.510526e+00 1.524043e-02
7.660663e-01 2.510524e+00 1.524032e-02
7.660782e-01 2.510523e+00 1.524021e-02
7.660902e-01 2.510522e+00 1.524010e-02
7.661022e-01 2.510521e+00 1.523999e-02
7.661142e-01 2.510519e+00 1.523988e-02
7.661261e-01 2.510518e+00 1.523978e-02
7.661381e-01 2.510517e+00 1.523967e-02
7.661501e-01 2.510515e+00 1.523956e-02
7.661621e-01 2.510514e+00 1.523945e-02
7.661740e-01 2.510513e+00 1.523934e-02
7.661860e-01 2.510512e+00 1.523923e-02
7.661980e-01 2.510510e+00 1.523912e-02
7.662100e-01 2.510509e+00 1.523901e-02
7.662219e-01 2.510508e+00 1.523890e-02
7.662339e-01 2.510507e+00 1.523879e-02
7.662459e-01 2.510505e+00 1.523868e-02
7.662578e-01 2.510504e+00 1.523857e-02
7.662698e-01 2.510503e+00 1.523846e-02
7.662818e-01 2.510501e+00 1.523835e-02
7.662938e-01 2.510500e+00 1.523824e-02
7.663057e-01 2.510499e+00 1.523814e-02
7.663177e-01 2.510498e+00 1.523803e-02
7.663297e-01 2.510496e+00 1.523792e-02
7.663417e-01 2.510495e+00 1.523781e-02
7.663536e-01 2.510494e+00 1.523770e-02
7.663656e-01 2.510493e+00 1.523759e-02
7.663776e-01 2.510491e+00 1.523748e-02
7.663896e-01 2.510490e+00 1.523737e-02
7.664015e-01 2.510489e+00 1.523726e-02
7.664135e-01 2.510488e+00 1.523715e-02
7.664255e-01 2.510486e+00 1.523704e-02
7.664375e-01 2.510485e+00 1.523693e-02
7.664494e-01 2.510484e+00 1.523682e-02
7.664614e-01 2.510482e+00 1.523671e-02
7.664734e-01 2.510481e+00 1.523660e-02
7.664854e-01 2.510480e+00 1.523650e-02
7.664973e-01 2.510479e+00 1.523639e-02
7.665093e-01 2.510477e+00 1.523628e-02
7.665213e-01 2.510476e+00 1.523617e-02
7.665333e-01 2.510475e+00 1.523606e-02
7.665452e-01 2.510474e+00 1.523595e-02
7.665572e-01 2.510472e+00 1.523584e-02
7.665692e-01 2.510471e+00 1.523573e-02
7.665812e-01 2.510470e+00 1.523562e-02
7.665931e-01 2.510468e+00 1.523551e-02
7.666051e-01 2.510467e+00 1.523540e-02
7.666171e-01 2.510466e+00 1.523529e-02
7.666291e-01 2.510465e+00 1.523518e-02
7.666410e-01 2.510463e+00 1.523507e-02
7.666530e-01 2.510462e+00 1.523496e-02
7.666650e-01 2.510461e+00 1.523486e-02
7.666770e-01 2.510460e+00 1.523475e-02
7.666889e-01 2.510458e+00 1.523464e-02
7.667009e-01 2.510457e+00 1.523453e-02
7.667129e-01 2.510456e+00 1.523442e-02
7.667249e-01 2.510454e+00 1.523431e-02
7.667368e-01 2.510453e+00 1.523420e-02
7.667488e-01 2.510452e+00 1.523409e-02
7.667608e-01 2.510451e+00 1.523398e-02
7.667727e-01 2.510449e+00 1.523387e-02
7.667847e-01 2.510448e+00 1.523376e-02
7.667967e-01 2.510447e+00 1.523365e-02
7.668087e-01 2.510446e+00 1.523354e-02
7.668206e-01 2.510444e+00 1.523343e-02
7.668326e-01 2.510443e+00 1.523332e-02
7.668446e-01 2.510442e+00 1.523322e-02
7.668566e-01 2.510441e+00 1.523311e-02
7.668685e-01 2.510439e+00 1.523300e-02
7.668805e-01 2.510438e+00 1.523289e-02
7.668925e-01 2.510437e+00 1.523278e-02
7.669045e-01 2.510435e+00 1.523267e-02
7.669164e-01 2.510434e+00 1.523256e-02
7.669284e-01 2.510433e+00 1.523245e-02
7.669404e-01 2.510432e+00 1.523234e-02
7.669524e-01 2.510430e+00 1.523223e-02
7.669643e-01 2.510429e+00 1.523212e-02
7.669763e-01 2.510428e+00 1.523201e-02
7.669883e-01 2.510427e+00 1.523190e-02
7.670003e-01 2.510425e+00 1.523179e-02
7.670122e-01 2.510424e+00 1.523168e-02
7.670242e-01 2.510423e+00 1.523157e-02
7.670362e-01 2.510421e+00 1.523147e-02
7.670482e-01 2.510420e+00 1.523136e-02
7.670601e-01 2.510419e+00 1.523125e-02
7.670721e-01 2.510418e+00 1.523114e-02
7.670841e-01 2.510416e+00 1.523103e-02
7.670961e-01 2.510415e+00 1.523092e-02
7.671080e-01 2.510414e+00 1.523081e-02
7.671200e-01 2.510413e+00 1.523070e-02
7.671320e-01 2.510411e+00 1.523059e-02
7.671440e-01 2.510410e+00 1.523048e-02
7.671559e-01 2.510409e+00 1.523037e-02
7.671679e-01 2.510407e+00 1.523026e-02
7.671799e-01 2.510406e+00 1.523015e-02
7.671919e-01 2.510405e+00 1.523004e-02
7.672038e-01 2.510404e+00 1.522993e-02
7.672158e-01 2.510402e+00 1.522983e-02
7.672278e-01 2.510401e+00 1.522972e-02
7.672397e-01 2.510400e+00 1.522961e-02
7.672517e-01 2.510399e+00 1.522950e-02
7.672637e-01 2.510397e+00 1.522939e-02
7.672757e-01 2.510396e+00 1.522928e-02
7.672876e-01 2.510395e+00 1.522917e-02
7.672996e-01 2.510394e+00 1.522906e-02
7.673116e-01 2.510392e+00 1.522895e-02
7.673236e-01 2.510391e+00 1.522884e-02
7.673355e-01 2.510390e+00 1.522873e-02
7.673475e-01 2.510388e+00 1.522862e-02
7.673595e-01 2.510387e+00 1.522851e-02
7.673715e-01 2.510386e+00 1.522840e-02
7.673834e-01 2.510385e+00 1.522829e-02
7.673954e-01 2.510383e+00 1.522819e-02
7.674074e-01 2.510382e+00 1.522808e-02
7.674194e-01 2.510381e+00 1.522797e-02
7.674313e-01 2.510380e+00 1.522786e-02
7.674433e-01 2.510378e+00 1.522775e-02
7.674553e-01 2.510377e+00 1.522764e-02
7.674673e-01 2.510376e+00 1.522753e-02
7.674792e-01 2.510374e+00 1.522742e-02
7.674912e-01 2.510373e+00 1.522731e-02
7.675032e-01 2.510372e+00 1.522720e-02
7.675152e-01 2.510371e+00 1.522709e-02
7.675271e-01 2.510369e+00 1.522698e-02
7.675391e-01 2.510368e+00 1.522687e-02
7.675511e-01 2.510367e+00 1.522676e-02
7.675631e-01 2.510366e+00 1.522665e-02
7.675750e-01 2.510364e+00 1.522655e-02
7.675870e-01 2.510363e+00 1.522644e-02
7.675990e-01 2.510362e+00 1.522633e-02
7.676110e-01 2.510360e+00 1.522622e-02
7.676229e-01 2.510359e+00 1.522611e-02
7.676349e-01 2.510358e+00 1.522600e-02
7.676469e-01 2.510357e+00 1.522589e-02
7.676589e-01 2.510355e+00 1.522578e-02
7.676708e-01 2.510354e+00 1.522567e-02
7.676828e-01 2.510353e+00 1.522556e-02
7.676948e-01 2.510352e+00 1.522545e-02
7.677067e-01 2.510350e+00 1.522534e-02
7.677187e-01 2.510349e+00 1.522523e-02
7.677307e-01 2.510348e+00 1.522512e-02
7.677427e-01 2.510347e+00 1.522501e-02
7.677546e-01 2.510345e+00 1.522491e-02
7.677666e-01 2.510344e+00 1.522480e-02
7.677786e-01 2.510343e+00 1.522469e-02
7.677906e-01 2.510341e+00 1.522458e-02
7.678025e-01 2.510340e+00 1.522447e-02
7.678145e-01 2.510339e+00 1.522436e-02
7.678265e-01 2.510338e+00 1.522425e-02
7.678385e-01 2.510336e+00 1.522414e-02
7.678504e-01 2.510335e+00 1.522403e-02
7.678624e-01 2.510334e+00 1.522392e-02
7.678744e-01 2.510333e+00 1.522381e-02
7.678864e-01 2.510331e+00 1.522370e-02
7.678983e-01 2.510330e+00 1.522359e-02
7.679103e-01 2.510329e+00 1.522348e-02
7.679223e-01 2.510327e+00 1.522337e-02
7.679343e-01 2.510326e+00 1.522327e-02
7.679462e-01 2.510325e+00 1.522316e-02
7.679582e-01 2.510324e+00 1.522305e-02
7.679702e-01 2.510322e+00 1.522294e-02
7.679822e-01 2.510321e+00 1.522283e-02
7.679941e-01 2.510320e+00 1.522272e-02
7.680061e-01 2.510319e+00 1.522261e-02
7.680181e-01 2.510317e+00 1.522250e-02
7.680301e-01 2.510316e+00 1.522239e-02
7.680420e-01 2.510315e+00 1.522228e-02
7.680540e-01 2.510313e+00 1.522217e-02
7.680660e-01 2.510312e+00 1.522206e-02
7.680780e-01 2.510311e+00 1.522195e-02
7.680899e-01 2.510310e+00 1.522184e-02
7.681019e-01 2.510308e+00 1.522173e-02
7.681139e-01 2.510307e+00 1.522163e-02
7.681259e-01 2.510306e+00 1.522152e-02
7.681378e-01 2.510305e+00 1.522141e-02
7.681498e-01 2.510303e+00 1.522130e-02
7.681618e-01 2.510302e+00 1.522119e-02
7.681737e-01 2.510301e+00 1.522108e-02
7.681857e-01 2.510300e+00 1.522097e-02
7.681977e-01 2.510298e+00 1.522086e-02
7.682097e-01 2.510297e+00 1.522075e-02
7.682216e-01 2.510296e+00 1.522064e-02
7.682336e-01 2.510294e+00 1.522053e-02
7.682456e-01 2.510293e+00 1.522042e-02
7.682576e-01 2.510292e+00 1.522031e-02
7.682695e-01 2.510291e+00 1.522020e-02
7.682815e-01 2.510289e+00 1.522009e-02
7.682935e-01 2.510288e+00 1.521999e-02
7.683055e-01 2.510287e+00 1.521988e-02
7.683174e-01 2.510286e+00 1.521977e-02
7.683294e-01 2.510284e+00 1.521966e-02
7.683414e-01 2.510283e+00 1.521955e-02
7.683534e-01 2.510282e+00 1.521944e-02
7.683653e-01 2.510280e+00 1.521933e-02
7.683773e-01 2.510279e+00 1.521922e-02
7.683893e-01 2.510278e+00 1.521911e-02
7.684013e-01 2.510277e+00 1.521900e-02
7.684132e-01 2.510275e+00 1.521889e-02
7.684252e-01 2.510274e+00 1.521878e-02
7.684372e-01 2.510273e+00 1.521867e-02
7.684492e-01 2.510272e+00 1.521856e-02
7.684611e-01 2.510270e+00 1.521845e-02
7.684731e-01 2.510269e+00 1.521835e-02
7.684851e-01 2.510268e+00 1.521824e-02
7.684971e-01 2.510267e+00 1.521813e-02
7.685090e-01 2.510265e+00 1.521802e-02
7.685210e-01 2.510264e+00 1.521791e-02
7.685330e-01 2.510263e+00 1.521780e-02
7.685450e-01 2.510261e+00 1.521769e-02
7.685569e-01 2.510260e+00 1.521758e-02
7.685689e-01 2.510259e+00 1.521747e-02
7.685809e-01 2.510258e+00 1.521736e-02
7.685929e-01 2.510256e+00 1.521725e-02
7.686048e-01 2.510255e+00 1.521714e-02
7.686168e-01 2.510254e+00 1.521703e-02
7.686288e-01 2.510253e+00 1.521692e-02
7.686407e-01 2.510251e+00 1.521681e-02
7.686527e-01 2.510250e+00 1.521670e-02
7.686647e-01 2.510249e+00 1.521660e-02
7.686767e-01 2.510247e+00 1.521649e-02
7.686886e-01 2.510246e+00 1.521638e-02
7.687006e-01 2.510245e+00 1.521627e-02
7.687126e-01 2.510244e+00 1.521616e-02
7.687246e-01 2.510242e+00 1.521605e-02
7.687365e-01 2.510241e+00 1.521594e-02
7.687485e-01 2.510240e+00 1.521583e-02
7.687605e-01 2.510239e+00 1.521572e-02
7.687725e-01 2.510237e+00 1.521561e-02
7.687844e-01 2.510236e+00 1.521550e-02
7.687964e-01 2.510235e+00 1.521539e-02
7.688084e-01 2.510233e+00 1.521528e-02
7.688204e-01 2.510232e+00 1.521517e-02
7.688323e-01 2.510231e+00 1.521506e-02
7.688443e-01 2.510230e+00 1.521496e-02
7.688563e-01 2.510228e+00 1.521485e-02
7.688683e-01 2.510227e+00 1.521474e-02
7.688802e-01 2.510226e+00 1.521463e-02
7.688922e-01 2.510225e+00 1.521452e-02
7.689042e-01 2.510223e+00 1.521441e-02
7.689162e-01 2.510222e+00 1.521430e-02
7.689281e-01 2.510221e+00 1.521419e-02
7.689401e-01 2.510220e+00 1.521408e-02
7.689521e-01 2.510218e+00 1.521397e-02
7.689641e-01 2.510217e+00 1.521386e-02
7.689760e-01 2.510216e+00 1.521375e-02
7.689880e-01 2.510214e+00 1.521364e-02
7.690000e-01 2.510213e+00 1.521353e-02
7.690120e-01 2.510212e+00 1.521342e-02
7.690239e-01 2.510211e+00 1.521332e-02
7.690359e-01 2.510209e+00 1.521321e-02
7.690479e-01 2.510208e+00 1.521310e-02
7.690599e-01 2.510207e+00 1.521299e-02
7.690718e-01 2.510206e+00 1.521288e-02
7.690838e-01 2.510204e+00 1.521277e-02
7.690958e-01 2.510203e+00 1.521266e-02
7.691077e-01 2.510202e+00 1.521255e-02
7.691197e-01 2.510200e+00 1.521244e-02
7.691317e-01 2.510199e+00 1.521233e-02
7.691437e-01 2.510198e+00 1.521222e-02
7.691556e-01 2.510197e+00 1.521211e-02
7.691676e-01 2.510195e+00 1.521200e-02
7.691796e-01 2.510194e+00 1.521189e-02
7.691916e-01 2.510193e+00 1.521178e-02
7.692035e-01 2.510192e+00 1.521168e-02
7.692155e-01 2.510190e+00 1.521157e-02
7.692275e-01 2.510189e+00 1.521146e-02
7.692395e-01 2.510188e+00 1.521135e-02
7.692514e-01 2.510186e+00 1.521124e-02
7.692634e-01 2.510185e+00 1.521113e-02
7.692754e-01 2.510184e+00 1.521102e-02
7.692874e-01 2.510183e+00 1.521091e-02
7.692993e-01 2.510181e+00 1.521080e-02
7.693113e-01 2.510180e+00 1.521069e-02
7.693233e-01 2.510179e+00 1.521058e-02
7.693353e-01 2.510178e+00 1.521047e-02
7.693472e-01 2.510176e+00 1.521036e-02
7.693592e-01 2.510175e+00 1.521025e-02
7.693712e-01 2.510174e+00 1.521014e-02
7.693832e-01 2.510173e+00 1.521004e-02
7.693951e-01 2.510171e+00 1.520993e-02
7.694071e-01 2.510170e+00 1.520982e-02
7.694191e-01 2.510169e+00 1.520971e-02
7.694311e-01 2.510167e+00 1.520960e-02
7.694430e-01 2.510166e+00 1.520949e-02
7.694550e-01 2.510165e+00 1.520938e-02
7.694670e-01 2.510164e+00 1.520927e-02
7.694790e-01 2.510162e+00 1.520916e-02
7.694909e-01 2.510161e+00 1.520905e-02
7.695029e-01 2.510160e+00 1.520894e-02
7.695149e-01 2.510159e+00 1.520883e-02
7.695269e-01 2.510157e+00 1.520872e-02
7.695388e-01 2.510156e+00 1.520861e-02
7.695508e-01 2.510155e+00 1.520850e-02
7.695628e-01 2.510153e+00 1.520840e-02
7.695747e-01 2.510152e+00 1.520829e-02
7.695867e-01 2.510151e+00 1.520818e-02
7.695987e-01 2.510150e+00 1.520807e-02
7.696107e-01 2.510148e+00 1.520796e-02
7.696226e-01 2.510147e+00 1.520785e-02
7.696346e-01 2.510146e+00 1.520774e-02
7.696466e-01 2.510145e+00 1.520763e-02
7.696586e-01 2.510143e+00 1.520752e-02
7.696705e-01 2.510142e+00 1.520741e-02
7.696825e-01 2.510141e+00 1.520730e-02
7.696945e-01 2.510139e+00 1.520719e-02
7.697065e-01 2.510138e+00 1.520708e-02
7.697184e-01 2.510137e+00 1.520697e-02
7.697304e-01 2.510136e+00 1.520686e-02
7.697424e-01 2.510134e+00 1.520676e-02
7.697544e-01 2.510133e+00 1.520665e-02
7.697663e-01 2.510132e+00 1.520654e-02
7.697783e-01 2.510131e+00 1.520643e-02
7.697903e-01 2.510129e+00 1.520632e-02
7.698023e-01 2.510128e+00 1.520621e-02
7.698142e-01 2.510127e+00 1.520610e-02
7.698262e-01 2.510126e+00 1.520599e-02
7.698382e-01 2.510124e+00 1.520588e-02
7.698502e-01 2.510123e+00 1.520577e-02
7.698621e-01 2.510122e+00 1.520566e-02
7.698741e-01 2.510120e+00 1.520555e-02
7.698861e-01 2.510119e+00 1.520544e-02
7.698981e-01 2.510118e+00 1.520533e-02
7.699100e-01 2.510117e+00 1.520522e-02
7.699220e-01 2.510115e+00 1.520512e-02
7.699340e-01 2.510114e+00 1.520501e-02
7.699460e-01 2.510113e+00 1.520490e-02
7.699579e-01 2.510112e+00 1.520479e-02
7.699699e-01 2.510110e+00 1.520468e-02
7.699819e-01 2.510109e+00 1.520457e-02
7.699939e-01 2.510108e+00 1.520446e-02
7.700058e-01 2.510106e+00 1.520435e-02
7.700178e-01 2.510105e+00 1.520424e-02
7.700298e-01 2.510104e+00 1.520413e-02
7.700417e-01 2.510103e+00 1.520402e-02
7.700537e-01 2.510101e+00 1.520391e-02
7.700657e-01 2.510100e+00 1.520380e-02
7.700777e-01 2.510099e+00 1.520369e-02
7.700896e-01 2.510098e+00 1.520358e-02
7.701016e-01 2.510096e+00 1.520347e-02
7.701136e-01 2.510095e+00 1.520337e-02
7.701256e-01 2.510094e+00 1.520326e-02
7.701375e-01 2.510092e+00 1.520315e-02
7.701495e-01 2.510091e+00 1.520304e-02
7.701615e-01 2.510090e+00 1.520293e-02
7.701735e-01 2.510089e+00 1.520282e-02
7.701854e-01 2.510087e+00 1.520271e-02
7.701974e-01 2.510086e+00 1.520260e-02
7.702094e-01 2.510085e+00 1.520249e-02
7.702214e-01 2.510084e+00 1.520238e-02
7.702333e-01 2.510082e+00 1.520227e-02
7.702453e-01 2.510081e+00 1.520216e-02
7.702573e-01 2.510080e+00 1.520205e-02
7.702693e-01 2.510079e+00 1.520194e-02
7.702812e-01 2.510077e+00 1.520183e-02
7.702932e-01 2.510076e+00 1.520173e-02
7.703052e-01 2.510075e+00 1.520162e-02
7.703172e-01 2.510073e+00 1.520151e-02
7.703291e-01 2.510072e+00 1.520140e-02
7.703411e-01 2.510071e+00 1.520129e-02
7.703531e-01 2.510070e+00 1.520118e-02
7.703651e-01 2.510068e+00 1.520107e-02
7.703770e-01 2.510067e+00 1.520096e-02
7.703890e-01 2.510066e+00 1.520085e-02
7.704010e-01 2.510065e+00 1.520074e-02
7.704130e-01 2.510063e+00 1.520063e-02
7.704249e-01 2.510062e+00 1.520052e-02
7.704369e-01 2.510061e+00 1.520041e-02
7.704489e-01 2.510059e+00 1.520030e-02
7.704609e-01 2.510058e+00 1.520019e-02
7.704728e-01 2.510057e+00 1.520009e-02
7.704848e-01 2.510056e+00 1.519998e-02
7.704968e-01 2.510054e+00 1.519987e-02
7.705087e-01 2.510053e+00 1.519976e-02
7.705207e-01 2.510052e+00 1.519965e-02
7.705327e-01 2.510051e+00 1.519954e-02
7.705447e-01 2.510049e+00 1.519943e-02
7.705566e-01 2.510048e+00 1.519932e-02
7.705686e-01 2.510047e+00 1.519921e-02
7.705806e-01 2.510046e+00 1.519910e-02
7.705926e-01 2.510044e+00 1.519899e-02
7.706045e-01 2.510043e+00 1.519888e-02
7.706165e-01 2.510042e+00 1.519877e-02
7.706285e-01 2.510040e+00 1.519866e-02
7.706405e-01 2.510039e+00 1.519855e-02
7.706524e-01 2.510038e+00 1.519845e-02
7.706644e-01 2.510037e+00 1.519834e-02
7.706764e-01 2.510035e+00 1.519823e-02
7.706884e-01 2.510034e+00 1.519812e-02
7.707003e-01 2.510033e+00 1.519801e-02
7.707123e-01 2.510032e+00 1.519790e-02
7.707243e-01 2.510030e+00 1.519779e-02
7.707363e-01 2.510029e+00 1.519768e-02
7.707482e-01 2.510028e+00 1.519757e-02
7.707602e-01 2.510026e+00 1.519746e-02
7.707722e-01 2.510025e+00 1.519735e-02
7.707842e-01 2.510024e+00 1.519724e-02
7.707961e-01 2.510023e+00 1.519713e-02
7.708081e-01 2.510021e+00 1.519702e-02
7.708201e-01 2.510020e+00 1.519691e-02
7.708321e-01 2.510019e+00 1.519681e-02
7.708440e-01 2.510018e+00 1.519670e-02
7.708560e-01 2.510016e+00 1.519659e-02
7.708680e-01 2.510015e+00 1.519648e-02
7.708800e-01 2.510014e+00 1.519637e-02
7.708919e-01 2.510012e+00 1.519626e-02
7.709039e-01 2.510011e+00 1.519615e-02
7.709159e-01 2.510010e+00 1.519604e-02
7.709279e-01 2.510009e+00 1.519593e-02
7.709398e-01 2.510007e+00 1.519582e-02
7.709518e-01 2.510006e+00 1.519571e-02
7.709638e-01 2.510005e+00 1.519560e-02
7.709758e-01 2.510004e+00 1.519549e-02
7.709877e-01 2.510002e+00 1.519538e-02
7.709997e-01 2.510001e+00 1.519527e-02
7.710117e-01 2.510000e+00 1.519517e-02
7.710236e-01 2.509999e+00 1.519506e-02
7.710356e-01 2.509997e+00 1.519495e-02
7.710476e-01 2.509996e+00 1.519484e-02
7.710596e-01 2.509995e+00 1.519473e-02
7.710715e-01 2.509993e+00 1.519462e-02
7.710835e-01 2.509992e+00 1.519451e-02
7.710955e-01 2.509991e+00 1.519440e-02
7.711075e-01 2.509990e+00 1.519429e-02
7.711194e-01 2.509988e+00 1.519418e-02
7.711314e-01 2.509987e+00 1.519407e-02
7.711434e-01 2.509986e+00 1.519396e-02
7.711554e-01 2.509985e+00 1.519385e-02
7.711673e-01 2.509983e+00 1.519374e-02
7.711793e-01 2.509982e+00 1.519363e-02
7.711913e-01 2.509981e+00 1.519353e-02
7.712033e-01 2.509979e+00 1.519342e-02
7.712152e-01 2.509978e+00 1.519331e-02
7.712272e-01 2.509977e+00 1.519320e-02
7.712392e-01 2.509976e+00 1.519309e-02
7.712512e-01 2.509974e+00 1.519298e-02
7.712631e-01 2.509973e+00 1.519287e-02
7.712751e-01 2.509972e+00 1.519276e-02
7.712871e-01 2.509971e+00 1.519265e-02
7.712991e-01 2.509969e+00 1.519254e-02
7.713110e-01 2.509968e+00 1.519243e-02
7.713230e-01 2.509967e+00 1.519232e-02
7.713350e-01 2.509965e+00 1.519221e-02
7.713470e-01 2.509964e+00 1.519210e-02
7.713589e-01 2.509963e+00 1.519199e-02
7.713709e-01 2.509962e+00 1.519189e-02
7.713829e-01 2.509960e+00 1.519178e-02
7.713949e-01 2.509959e+00 1.519167e-02
7.714068e-01 2.509958e+00 1.519156e-02
7.714188e-01 2.509957e+00 1.519145e-02
7.714308e-01 2.509955e+00 1.519134e-02
7.714428e-01 2.509954e+00 1.519123e-02
7.714547e-01 2.509953e+00 1.519112e-02
7.714667e-01 2.509952e+00 1.519101e-02
7.714787e-01 2.509950e+00 1.519090e-02
7.714906e-01 2.509949e+00 1.519079e-02
7.715026e-01 2.509948e+00 1.519068e-02
7.715146e-01 2.509946e+00 1.519057e-02
7.715266e-01 2.509945e+00 1.519046e-02
7.715385e-01 2.509944e+00 1.519035e-02
7.715505e-01 2.509943e+00 1.519025e-02
7.715625e-01 2.509941e+00 1.519014e-02
7.715745e-01 2.509940e+00 1.519003e-02
7.715864e-01 2.509939e+00 1.518992e-02
7.715984e-01 2.509938e+00 1.518981e-02
7.716104e-01 2.509936e+00 1.518970e-02
7.716224e-01 2.509935e+00 1.518959e-02
7.716343e-01 2.509934e+00 1.518948e-02
7.716463e-01 2.509932e+00 1.518937e-02
7.716583e-01 2.509931e+00 1.518926e-02
7.716703e-01 2.509930e+00 1.518915e-02
7.716822e-01 2.509929e+00 1.518904e-02
7.716942e-01 2.509927e+00 1.518893e-02
7.717062e-01 2.509926e+00 1.518882e-02
7.717182e-01 2.509925e+00 1.518871e-02
7.717301e-01 2.509924e+00 1.518860e-02
7.717421e-01 2.509922e+00 1.518850e-02
7.717541e-01 2.509921e+00 1.518839e-02
7.717661e-01 2.509920e+00 1.518828e-02
7.717780e-01 2.509918e+00 1.518817e-02
7.717900e-01 2.509917e+00 1.518806e-02
7.718020e-01 2.509916e+00 1.518795e-02
7.718140e-01 2.509915e+00 1.518784e-02
7.718259e-01 2.509913e+00 1.518773e-02
